Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Набор для заправки BURSTEN Plug-n-Print ;;;;;;;;
2770105110048.0;Чернила ОСР 45 BKP  для картриджей BROTHER, 500 g;;2250.0;28.43;;;;;7XRO
2770105110055.0;Чернила ОСР 512 C для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
2770105110079.0;Чернила ОСР 512 Y для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
2770105110062.0;Чернила ОСР 512 М для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
2770105110086.0;Чернила ОСР 513 C для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
2770105110109.0;Чернила ОСР 513 Y для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
2770105110093.0;Чернила ОСР 513 М для картриджей BROTHER, 500 g;;1390.0;12.56;;;;;7XRO
;ОСР для CANON 0.5 kg;;;;;;;;
2773205120948.0;Комплект чернил OCP для CAN Maxify PGI-1400/2400XL (BKP/CP/MP/YP 230), 500 gr x 4;;12580.0;156.97;;;;;C7XO
2773205120047.0;Комплект чернил ОСР для CAN 3600 new (BKP44,BK124,C154,M/Y144), 500 g x5;;8240.0;102.95;;;;;C7XO
2773205120054.0;Комплект чернил ОСР для CAN 3600 new + RSL (BKP44,BK124,C154,M/Y144, RSL100), 500 g x6;;8650.0;107.91;;;;;C7XO
2773205120757.0;Комплект чернил ОСР для CAN 3600/4600 ECO SET NON STOP (C795,M/Y144/BK124/BK35), 500 gx5;;6000.0;74.87;;;;;C7XO
2773205120764.0;Комплект чернил ОСР для CAN 3600/4600 ECO SET NON STOP+RSL  (C795,M/Y144/BK124/BK35,RSL), 500 gx6;;6400.0;79.84;;;;;C7XO
2773205120061.0;Комплект чернил ОСР для CAN 3600/4600 new SAFE SET (C154,M/Y144/BK124/BK35), 500 g x5;;7060.0;87.98;;;;;C7XO
2773205120078.0;Комплект чернил ОСР для CAN 3600/4600 new SAFE SET+RSL (C154,M/Y144/BK124/BK35,RSL), 500 g x6;;7450.0;92.94;;;;;C7XO
2773205120085.0;Комплект чернил ОСР для CAN 4200 (BKP 44, BK 797, C/M/Y 122) , 500 g x5;;6750.0;84.24;;;;;C7XO
2773205120955.0;Комплект чернил ОСР для CAN 4200 ECO SET NON STOP  (C795,M/Y122/BK797/BK35), 500 gx5;;5550.0;69.26;;;;;C7XO
2773205120115.0;Комплект чернил ОСР для CAN 4200 SAFE SET (BK35, BK 797, C/M/Y 122) , 500 g x5;;5550.0;69.26;;;;;C7XO
2773205120702.0;Комплект чернил ОСР для CAN 440/441 (BKP44,C/M/Y710), 500 g x4;;5260.0;65.58;;;;;C7XO
2773205120733.0;Комплект чернил ОСР для CAN 440/441 SAFE SET (BKP35,C/M/Y710), 500 g x4;;4050.0;50.55;;;;;C7XO
2773205120962.0;Комплект чернил ОСР для CAN 440/441+RSL (BKP44,C/M/Y710,RSL), 500 g x5;;5650.0;70.48;;;;;C7XO
2773205121051.0;Комплект чернил ОСР для CAN 445/446 принтеров MG 2540/2440; IP (BKP44,C/M/Y136), 500 g x4;;4880.0;60.81;;;;;C7XO
2773205120719.0;Комплект чернил ОСР для CAN 510/511  (BKP 44,C/M/Y712), 500 g x4;;5250.0;65.52;;;;;C7XO
2773205120740.0;Комплект чернил ОСР для CAN 510/511 SAFE SET (BKP 35,C/M/Y712), 500 g x4;;4050.0;50.55;;;;;C7XO
2773205120993.0;Комплект чернил ОСР для CAN 510/511+RSL  (BKP 44,C/M/Y712,RSL), 500 gx5;;5650.0;70.48;;;;;C7XO
2773205121150.0;Комплект чернил ОСР для CAN 6340 new (BKP235,Grey130,BK/M/Y135,C712), 500 g x6;;11700.0;145.96;;;;;C7XO
2773205121143.0;Комплект чернил ОСР для CAN 6340 new SAFE SET (BK35,Grey130,BK/M/Y135,C712), 500 g x6;;10090.0;125.88;;;;;C7XO
2773205121136.0;Комплект чернил ОСР для CAN 7240 new (BKP235,BK/M/Y135,C712), 500 g x5;;10080.0;125.76;;;;;C7XO
2773205121129.0;Комплект чернил ОСР для CAN 7240 new SAFE SET (BK 35,BK/M/Y135,C712), 500 g x5;;8470.0;105.68;;;;;C7XO
2773205120160.0;Комплект чернил ОСР для CAN BCI-6 (BK68,C51,M49,Y47,CL52,ML50,G10,R10), 500 g x8;;7900.0;98.51;;;;;C7XO
2773205120207.0;Комплект чернил ОСР для CAN BCI-6 (BK68,C51,M49,Y47), 500 g x4;;4140.0;51.61;;;;;C7XO
2773205120023.0;Комплект чернил ОСР для CAN CL-40/510,41/511 (BKP44,C/M/Y795), 500 g x4;;5410.0;67.39;;;;;C7XO
2773205120290.0;Комплект чернил ОСР для CAN CL-40/510,41/511+RSL (BKP44,C/M/Y795,RSL), 500 g x5;;5800.0;72.36;;;;;C7XO
2773205120030.0;Комплект чернил ОСР для CAN CL-40/510,41/511SAFE SET (BKP35,C/M/Y795), 500 g x4;;4210.0;52.42;;;;;C7XO
2773205121006.0;Комплект чернил ОСР для CAN CLI-42 (BK157/158/159,C/M/Y158,CL/ML 159), 500 g x8;;8250.0;103.02;;;;;C7XO
2773205120221.0;Комплект чернил ОСР для CAN CLI-8 (BK797,C/M/Y122,CL/ML 125, R122, G 122), 500 g x8;;8550.0;106.73;;;;;C7XO
2773205120214.0;Комплект чернил ОСР для CAN CLI-8 (BK797,C/M/Y122,CL/ML 125), 500 g x6;;6450.0;80.52;;;;;C7XO
2773205121174.0;Комплект чернил ОСР для CAN G1400/2400/3400 (BKP230, C/M/Y167), 500 g x4;;3960.0;51.2;;;;;C7XO
2773205120979.0;Комплект чернил ОСР для CAN MG5740/6840, PGBK 470/471BK/C/M/Y (BKP 44, BK 153, С/M/Y 153), 500 g x5;;10620.0;137.15;;;;;C7XO
2773205121167.0;Комплект чернил ОСР для CAN MG5740/6840, PGBK 470/471BK/C/M/Y SAFE SET(BK35,BK/С/M/Y 153), 500 gx5;;9460.0;122.17;;;;;C7XO
2773205121204.0;Комплект чернил ОСР для CAN MG7740, TS8040, TS9040, PGBK 470/471BK/C/M/Y/GY (BKP 44, BK 153, С/M/Y/GY 153), 500 g x6;;12870.0;166.15;;;;;C7XO
2773205121198.0;Комплект чернил ОСР для CAN MG7740, TS8040, TS9040, PGBK 470/471BK/C/M/Y/GY SAFE SET (BKP 35, BK 153, С/M/Y/GY 153), 500 g x6;;11720.0;151.15;;;;;C7XO
2773205120771.0;Комплект чернил ОСР для CAN MP620/MP630, MP980/MP990 ECO SET NON STOP(PGI-521/CLI-521), 500 g x6;;7800.0;97.34;;;;;C7XO
2773205120252.0;Комплект чернил ОСР для CAN new 4200 (BKP 44, BK 797, C 133, M/Y 122) , 500 g x5;;7390.0;92.07;;;;;C7XO
2773205120245.0;Комплект чернил ОСР для CAN new 4200 SAFE SET (BKP 35, BK 797, C 133, M/Y 122) , 500 g x5;;6180.0;77.1;;;;;C7XO
2773205120238.0;Комплект чернил ОСР для CAN new 4200+RSL(BKP 44, BK 797, C 133, M/Y 122,RSL) , 500 g x6;;7780.0;97.04;;;;;C7XO
2773205120283.0;Комплект чернил ОСР для CAN new MP620/MP630, MP980/MP990 (PGI-521/CLI-521), 500 g x6;;10050.0;125.41;;;;;C7XO
2773205120276.0;Комплект чернил ОСР для CAN new MP620/MP630, MP980/MP990 SAFE SET (PGI-521/CLI-521), 500 g x6;;8850.0;110.45;;;;;C7XO
2773205120269.0;Комплект чернил ОСР для CAN new MP620/MP630,MP980/MP990+RSL (PGI-521/CLI-521), 500 g x7;;10440.0;130.38;;;;;C7XO
2770704110494.0;Чернила OCP 230 BKP для CAN Maxify PGI-1400/2400 XL, 500 gr;;1500.0;19.16;;;;;C7XO
2770704110500.0;Чернила OCP 230 CP для CAN Maxify PGI-1400/2400 XL, 500 gr;;3960.0;45.94;;;;;C7XO
2770704110517.0;Чернила OCP 230 MP для CAN Maxify PGI-1400/2400 XL, 500 gr;;3960.0;45.94;;;;;C7XO
2770704110524.0;Чернила OCP 230 YP для CAN Maxify PGI-1400/2400 XL, 500 gr;;3960.0;45.94;;;;;C7XO
2770704110197.0;Чернила ОСР 10 G для картриджей CAN BCI-6, 500 g;;970.0;12.18;;;;;C7XO
2770704110258.0;Чернила ОСР 10 R для картриджей CAN BCI-6, 500 g;;970.0;12.18;;;;;C7XO
2770704110128.0;Чернила ОСР 122 C для картриджей CAN CLI-8, 500 g;;1050.0;13.11;;;;;C7XO
2770704110203.0;Чернила ОСР 122 G для картриджей CAN CLI-8, 500 g;;1050.0;13.11;;;;;C7XO
2770704110135.0;Чернила ОСР 122 M для картриджей CAN CLI-8, 500 g;;1050.0;13.11;;;;;C7XO
2770704110265.0;Чернила ОСР 122 R для картриджей CAN CLI-8, 500 g;;1050.0;13.11;;;;;C7XO
2770704110142.0;Чернила ОСР 122 Y для картриджей CAN CLI-8, 500 g;;1050.0;13.11;;;;;C7XO
2770704110159.0;Чернила ОСР 123 BK Grey для картриджей CAN CLI-521/426, 500 g;;1790.0;22.46;;;;;C7XO
2770704110012.0;Чернила ОСР 124 BK Photo  Black для картриджей CAN CLI-521|/425, 500 g;;1790.0;22.46;;;;;C7XO
2770704110180.0;Чернила ОСР 125 CL для картриджей CAN CLI-8, 500 g;;970.0;12.18;;;;;C7XO
2770704110241.0;Чернила ОСР 125 ML для картриджей CAN CLI-8, 500 g;;970.0;12.18;;;;;C7XO
2770704110487.0;Чернила ОСР 130 BK Grey для картриджей CAN CLI-451GY, 500 g;;1590.0;20.09;;;;;C7XO
2770704110357.0;Чернила ОСР 133 C для картриджей CAN CLI-8, 500 g;;1680.0;20.95;;;;;C7XO
2770704110449.0;Чернила ОСР 135 BK для картриджей CAN CLI-451BK, 500 g;;1760.0;22.11;;;;;C7XO
2770704110463.0;Чернила ОСР 135 M для картриджей CAN CLI-451M, 500 g;;2300.0;28.98;;;;;C7XO
2770704110470.0;Чернила ОСР 135 Y для картриджей CAN CLI-451Y, 500 g;;2300.0;28.98;;;;;C7XO
2770704110531.0;Чернила ОСР 136 C для картриджей CAN CLI-445/446, 500 g;;870.0;10.91;;;;;C7XO
2770704110548.0;Чернила ОСР 136 M для картриджей CAN CLI-445/446, 500 g;;870.0;10.91;;;;;C7XO
2770704110555.0;Чернила ОСР 136 Y для картриджей CAN CLI-445/446, 500 g;;870.0;10.91;;;;;C7XO
2770704110043.0;Чернила ОСР 144 M для картриджей CAN CLI-521/426, 500 g;;1050.0;13.11;;;;;C7XO
2770704110050.0;Чернила ОСР 144 Y для картриджей CAN CLI-521/426, 500 g;;1050.0;13.11;;;;;C7XO
2770704110654.0;Чернила ОСР 153 BK  для картриджей CAN CLI-471BK, 500 g;;1640.0;22.11;;;;;C7XO
2770704110661.0;Чернила ОСР 153 C  для картриджей CAN CLI-471C, 500 g;;2150.0;28.98;;;;;C7XO
2770704110692.0;Чернила ОСР 153 GY для картриджей CAN CLI-471GY, 500 g;;2150.0;28.98;;;;;C7XO
2770704110678.0;Чернила ОСР 153 M  для картриджей CAN CLI-471M, 500 g;;2150.0;28.98;;;;;C7XO
2770704110685.0;Чернила ОСР 153 Y  для картриджей CAN CLI-471Y, 500 g;;2150.0;28.98;;;;;C7XO
2770704110364.0;Чернила ОСР 154 C для картриджей CAN CLI-221/426/521/821, 500 g;;2080.0;26.2;;;;;C7XO
2770704110562.0;Чернила ОСР 157 BK для картриджей CAN CL-42GY, 500 g;;920.0;11.41;;;;;C7XO
2770704110579.0;Чернила ОСР 158 BK для картриджей CAN CL-42LGY, 500 g;;920.0;11.41;;;;;C7XO
2770704110586.0;Чернила ОСР 158 C для картриджей CAN CL-42C, 500 g;;920.0;11.41;;;;;C7XO
2770704110593.0;Чернила ОСР 158 M для картриджей CAN CL-42M, 500 g;;930.0;11.41;;;;;C7XO
2770704110609.0;Чернила ОСР 158 Y для картриджей CAN CL-42Y, 500 g;;930.0;11.41;;;;;C7XO
2770704110616.0;Чернила ОСР 159 BK для картриджей CAN CL-42BK, 500 g;;1840.0;23.13;;;;;C7XO
2770704110623.0;Чернила ОСР 159 CL для картриджей CAN CL-42PC, 500 g;;930.0;11.41;;;;;C7XO
2770704110630.0;Чернила ОСР 159 ML для картриджей CAN CL-42PM, 500 g;;920.0;11.41;;;;;C7XO
2770704110708.0;Чернила ОСР 167 C  для картриджей CAN GI-490C, 500 g;;860.0;10.68;;;;;C7XO
2770704110715.0;Чернила ОСР 167 M  для картриджей CAN GI-490M, 500 g;;860.0;10.68;;;;;C7XO
2770704110722.0;Чернила ОСР 167 Y  для картриджей CAN GI-490Y, 500 g;;860.0;10.68;;;;;C7XO
2770704110432.0;Чернила ОСР 235 BKP Pigment для картриджей CAN PGI-450Bk, 500 g;;2640.0;33.31;;;;;C7XO
2770704110029.0;Чернила ОСР 44 BKP  для картриджей CAN PGI-5/521/425,PG-37/40/50/510/512, 500 g;;2240.0;28.08;;;;;C7XO
2770704110289.0;Чернила ОСР 47 Y для картриджей CAN BCI-6, 500 g;;970.0;12.18;;;;;C7XO
2770704110227.0;Чернила ОСР 49 M для картриджей CAN BCI-6, 500 g;;970.0;12.18;;;;;C7XO
2770704110340.0;Чернила ОСР 50 ML для картриджей CAN BCI-6, 500 g;;1100.0;11.0;;;;;C7XO
2770704110319.0;Чернила ОСР 52 CL для картриджей CAN BCI-6, 500 g;;1100.0;11.0;;;;;C7XO
2770704110333.0;Чернила ОСР 68 BK для картриджей CAN BCI-21/BCI-6, 500 g;;1210.0;15.07;;;;;C7XO
2770704110371.0;Чернила ОСР 710 C  для картриджей CAN CL-441 Cyan, 500 g;;970.0;12.47;;;;;C7XO
2770704110395.0;Чернила ОСР 710 Y  для картриджей CAN CL-441 Yelllow, 500 g;;970.0;12.47;;;;;C7XO
2770704110388.0;Чернила ОСР 710 М для картриджей CAN CL-441 Magenta, 500 g;;970.0;12.47;;;;;C7XO
2770704110401.0;Чернила ОСР 712 C  для картриджей CAN CL-511/513 Cyan, 500 g;;970.0;12.47;;;;;C7XO
2770704110418.0;Чернила ОСР 712 M для картриджей CAN CL-511/513 Magenta, 500 g;;970.0;12.47;;;;;C7XO
2770704110425.0;Чернила ОСР 712 Y для картриджей CAN CL-511/513 Yellow, 500 g;;970.0;12.47;;;;;C7XO
2770704110081.0;Чернила ОСР 795 C  для картриджей CAN CL-41, 500 g;;1060.0;13.11;;;;;C7XO
2770704110098.0;Чернила ОСР 795 M  для картриджей CAN CL-41, 500 g;;1060.0;13.11;;;;;C7XO
2770704110104.0;Чернила ОСР 795 Y  для картриджей CAN CL-41, 500 g;;1060.0;13.11;;;;;C7XO
2770704110166.0;Чернила ОСР 797 BK  для картриджей CAN CL-52, 500 g;;1340.0;16.84;;;;;C7XO
;ОСР для EPSON 0.5 kg;;;;;;;;
2773205120849.0;Комплект чернил ОСР для EPS (ВКP115, C/M/Y140), 500 g x4;;6420.0;80.02;;;;;7XEO
2773205120788.0;Комплект чернил ОСР для EPS (ВКP115, C142, M/Y140) , 500 g x4;;5210.0;64.97;;;;;7XEO
2773205120320.0;Комплект чернил ОСР для EPS Clar (340), повышенной светостойкости + RSL, 500 g x 7;;8640.0;107.86;;;;;7XEO
2773205120337.0;Комплект чернил ОСР для EPS Clar (ВК140(340),С/М/Y140,ML/CL141), повышенной светостойкости, 500 g x6;;8240.0;102.9;;;;;7XEO
2773205120313.0;Комплект чернил ОСР для EPS Clar (ВК140(340),С142,М/Y140,ML/CL141), 500 g x6;;7040.0;87.86;;;;;7XEO
2773205120306.0;Комплект чернил ОСР для EPS Clar+RSL (ВК140(340),С142,М/Y140,ML/CL141,RSL), 500 g x7;;7440.0;92.82;;;;;7XEO
2773205120375.0;Комплект чернил ОСР для EPS Dura (ВКP/CP115,MP/YP102), 500 g x4;;8350.0;104.16;;;;;7XEO
2773205120368.0;Комплект чернил ОСР для EPS Dura RS STABLE (ВКP110, CP115,MP/YP102), 500 g x4;;8230.0;102.69;;;;;7XEO
2773205120351.0;Комплект чернил ОСР для EPS Dura RS STABLE+RSL (ВКP110, CP115,MP/YP102,RSL), 500 g x5;;8630.0;107.67;;;;;7XEO
2773205120344.0;Комплект чернил ОСР для EPS Dura+RSL (ВКP/CP115,MP/YP102,RSL), 500 g x5;;8750.0;109.13;;;;;7XEO
2773205120412.0;Комплект чернил ОСР для EPS L100/L200 (ВК/C/M/Y155), 500 g x4;;4130.0;53.51;;;;;7XEO
2773205121303.0;Комплект чернил ОСР для EPS L605, L655, L1455 (ВКP115, C/M/Y155), 500 g x4;;4780.0;60.71;;;;;7XEO
2773205120382.0;Комплект чернил ОСР для EPS L800 (ВК/C/M/Y155, LC/LM156), 500 g x6;;5850.0;75.53;;;;;7XEO
2773205120429.0;Комплект чернил ОСР для EPS R1900/R2000 (EGO,BKP110/111,CP110,YP116,RP110,MP110,OP110), 500 g x8;;17300.0;215.94;;;;;7XEO
2773205120443.0;Комплект чернил ОСР для EPS R200 (ВК73,С76,CL77,М72,ML73,Y61), 500 g x6;;6220.0;77.6;;;;;7XEO
2773205120436.0;Комплект чернил ОСР для EPS R200+RSL (ВК73,С76,CL77,М72,ML73,Y61,RSL), 500 g x7;;6620.0;82.55;;;;;7XEO
2773205120405.0;Комплект чернил ОСР для EPS R2100/R2200 (ВКP114/115/201,СP115,YP102,МP117,MPL/CPL118),500g x 8;;16380.0;204.43;;;;;7EO
2773205120399.0;Комплект чернил ОСР для EPS R2100/R2200+RSL(ВКP114/115/201,СP115,YP102,МP117,MPL/CPL118,RSL),500g x9;;16780.0;209.39;;;;;7EO
2773205120467.0;Комплект чернил ОСР для EPS R2400 (BKP202/203/201/200,CP200,CPL201,YP200,MP200,MPL201), 500 g x9;;22260.0;277.78;;;;;7XEO
2773205120450.0;Комплект чернил ОСР для EPS R2400+RSL(ВКP200/201/202/203,СP/MP/YP200,MPL/CPL201,RSL), 500 g x10;;22650.0;282.76;;;;;7XEO
2773205120481.0;Комплект чернил ОСР для EPS R800/R1800 (EGO,ВКP110/111,СP/MP/VP/RP110, YP116), 500 g x8;;16810.0;209.8;;;;;7XEO
2773205120474.0;Комплект чернил ОСР для EPS R800/R1800+RSL(EGO,ВКP110/111,СP/MP/VP/RP110,YP116,RSL), 500 g x9;;17210.0;214.76;;;;;7XEO
2773205120832.0;Комплект чернил ОСР для EPS XP600 (ВКP115, BK/C/M/Y140), повышенной светостойкости, 500 g х5;;8510.0;106.22;;;;;7XEO
2773205120931.0;Комплект чернил ОСР для EPS XP600 (ВКP115, C142,BK/M/Y140), 500 g x5;;7310.0;91.18;;;;;7XEO
2773003110080.0;Чернила ОСР 102 MP для картриджей EPS Dura, 500 g;;1820.0;22.79;;;;;7XEO
2773003110097.0;Чернила ОСР 102 YP для картриджей EPS Dura, 500 g;;2330.0;29.3;;;;;7XEO
2773003110295.0;Чернила ОСР 110 BKP для картриджей EPS T0541/T0871 (R800/1800/1900/2000), 500 g;;2080.0;26.2;;;;;7XEO
2773003110264.0;Чернила ОСР 110 CP для картриджей EPS T0542/T0872 (R800/1800/1900/2000), 500 g;;2080.0;26.2;;;;;7XEO
2773003110271.0;Чернила ОСР 110 MP для картриджей EPS T0543/T0873 (R800/1800/1900/2000), 500 g;;2080.0;26.2;;;;;7XEO
2773003110431.0;Чернила ОСР 110 OP для картриджей EPS T0879 (R1900/2000), 500 g;;2250.0;28.3;;;;;7XEO
2773003110301.0;Чернила ОСР 110 RP для картриджей EPS T0547/T0877 (R800/1800/1900/2000), 500 g;;2250.0;28.3;;;;;7XEO
2773003110332.0;Чернила ОСР 110 VP для картриджей EPS T0549 (R800/1800), 500 g;;1830.0;22.16;;;;;7XEO
2773003110318.0;Чернила ОСР 111 BKP для картриджей EPS T0548/T0878 (R800/1800/1900/2000), 500 g;;2250.0;28.3;;;;;7XEO
2773003110370.0;Чернила ОСР 114 BKP для картриджей EPS T0341, 500 g;;2080.0;26.2;;;;;7XEO
2773003110103.0;Чернила ОСР 115 BKP для картриджей EPS Dura, 500 g;;2200.0;27.68;;;;;7XEO
2773003110417.0;Чернила ОСР 115 BKP для картриджей EPS T0348 (2100/2200/), 500 g;;2350.0;29.62;;;;;7XEO
2773003110073.0;Чернила ОСР 115 CP для картриджей EPS Dura, 500 g;;1940.0;24.4;;;;;7XEO
2773003110288.0;Чернила ОСР 116 YP для картриджей Eps T0544/T0874, 500 g;;1940.0;26.2;;;;;7XEO
2773003110356.0;Чернила ОСР 117 MP для картриджей EPS T0343, 500 g;;2080.0;26.2;;;;;7XEO
